0,2010
1,2010
2,2010
3,2010
4,2010
5,2010
6,2010
7,2010
8,2010
9,2010
10,2010
11,2010
12,2010
13,2010
14,2010
15,2010
16,2010
17,2010
18,2010
19,2010
20,2010
21,2010
22,2010
23,2010
24,2010
25,2010
26,2010
27,2010
28,2010
29,2010
30,2010
31,2010
32,2010
33,2010
34,2010
35,2010
36,2010
37,2010
38,2010
39,2010
40,2010
41,2010
42,2010
43,2010
44,2010
45,2010
46,2010
47,2010
48,2010
49,2010
50,2010
51,2010
52,2010
53,2010
54,2010
55,2010
56,2010
57,2010
58,2010
59,2010
60,2010
61,2010
62,2010
63,2010
64,2010
65,2010
66,2010
67,2010
68,2010
69,2010
70,2010
71,2010
72,2010
73,2010
74,2010
75,2010
76,2010
77,2010
78,2010
79,2010
80,2010
81,2010
82,2010
83,2010
84,2010
85,2010
86,2010
87,2010
88,2010
89,2010
90,2010
91,2010
92,2010
93,2010
94,2010
95,2010
96,2010
97,2010
98,2010
99,2010
100,2010
101,2010
102,2010
103,2010
104,2010
105,2010
106,2010
107,2010
108,2010
109,2010
110,2010
111,2010
