0,2009
1,2009
2,2009
3,2009
4,2009
5,2009
6,2009
7,2009
8,2009
9,2009
10,2009
11,2009
12,2009
13,2009
14,2009
15,2009
16,2009
17,2009
18,2009
19,2009
20,2009
21,2009
22,2009
23,2009
24,2009
25,2009
26,2009
27,2009
28,2009
29,2009
30,2009
31,2009
32,2009
33,2009
34,2009
35,2009
36,2009
37,2009
38,2009
39,2009
40,2009
41,2009
42,2009
43,2009
44,2009
45,2009
46,2009
47,2009
48,2009
49,2009
50,2009
51,2009
52,2009
53,2009
54,2009
55,2009
56,2009
57,2009
58,2009
59,2009
60,2009
61,2009
62,2009
63,2009
64,2009
65,2009
66,2009
67,2009
68,2009
69,2009
70,2009
71,2009
72,2009
73,2009
74,2009
75,2009
76,2009
77,2009
78,2009
79,2009
80,2009
81,2009
82,2009
83,2009
84,2009
85,2009
86,2009
87,2009
88,2009
89,2009
90,2009
91,2009
92,2009
93,2009
94,2009
95,2009
96,2009
97,2009
98,2009
99,2009
100,2009
101,2009
102,2009
103,2009
104,2009
105,2009
